Account Name,Address 1,Address 2,Phone,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Country,Latitude,Longitude,Category,Url,Description
AMICA Medical Supply,"3532 Irwin Simpson Rd, Suite 86",,503-608-2294,Mason,Ohio,45040,United States,39.314296,-84.285888,Dealer,https://www.amicamedicalsupply.com/,"AMICA Medical Supply<br/>3532 Irwin Simpson Rd, Suite 86<br/>https://www.amicamedicalsupply.com/<br/>503-608-2294"
Lawton's Home Health,496 Topsail Road,,1-800-463-3366,St. John's,Newfoundland,A1E 2C2,Canada,47.532114,-52.755077,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>496 Topsail Road<br/>https://lawtons.ca/home-healthcare/<br/>1-800-463-3366
Lawton's Home Health,124 Pitt Street,,1-888-829-3222,Sydney,Nova Scotia,B1P 5X9,Canada,46.139272,-60.191854,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>124 Pitt Street<br/>https://lawtons.ca/home-healthcare/<br/>1-888-829-3222
Lawton's Home Health,161 St. Peter's Road,,1-855-566-1043,Charlottetown,PEI,C1A 5P7,Canada,46.26124,-63.118686,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>161 St. Peter's Road<br/>https://lawtons.ca/home-healthcare/<br/>1-855-566-1043
Lawton's Home Health,90 Main Street,,1-800-465-4553,Dartmouth,Nova Scotia,B2X 1R5,Canada,44.680847,-63.542693,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>90 Main Street<br/>https://lawtons.ca/home-healthcare/<br/>1-800-465-4553
Lawton's Home Health,107 Catherwood,,1- 506-657-8547,Saint John,New Brunswick ,E2M 5J7,Canada,45.254465,-66.096696,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>107 Catherwood<br/>https://lawtons.ca/home-healthcare/<br/>1- 506-657-8547
Lawton's Home Health,800 Mountain Road,,1-866-990-1599,Moncton,New Brunswick,E1C 2R4,Canada,46.099261,-64.806749,Dealer,https://lawtons.ca/home-healthcare/,Lawton's Home Health<br/>800 Mountain Road<br/>https://lawtons.ca/home-healthcare/<br/>1-866-990-1599
Harding Medical,175 Caledonia Road,,1-800-479-4700,Moncton,New Brunswick,E1H 2S5,Canada,46.130314,-64.76182,Dealer,https://www.hardingmedical.com/,Harding Medical<br/>175 Caledonia Road<br/>https://www.hardingmedical.com/<br/>1-800-479-4700
Maison Andre Viger,619 BLV. Wilfrid Hamel,,1- 418-914-1213,Quebec City,Quebec,G1M 2T4,Canada,46.8183,-71.2706,Dealer,https://andreviger.com,Maison Andre Viger<br/>619 BLV. Wilfrid Hamel<br/>https://andreviger.com<br/>1- 418-914-1213
Maison Andre Viger,"8560 Rue St-Hubert,",,1-514-347-7207,Montreal,Quebec,H2P 1Z7,Canada,45.548497,-73.633717,Dealer,https://andreviger.com,"Maison Andre Viger<br/>8560 Rue St-Hubert,<br/>https://andreviger.com<br/>1-514-347-7207"
Wellwise By Shoppers Drug Mart,"366 North Front St, Unit 6",,613-967-0782,Belleville,Ontario,K8P 5E6,Canada,44.18702,-77.397713,Dealer,https://www.wellwise.ca/en-ca/,"Wellwise By Shoppers Drug Mart<br/>366 North Front St, Unit 6<br/>https://www.wellwise.ca/en-ca/<br/>613-967-0782"
Wellwise By Shoppers Drug Mart,685 McCowan Rd,,416-431-4621,Toronto,Ontario,PO Box 66529,Canada,43.75513,-79.245092,Dealer,https://www.wellwise.ca/en-ca/,Wellwise By Shoppers Drug Mart<br/>685 McCowan Rd<br/>https://www.wellwise.ca/en-ca/<br/>416-431-4621
Wellwise By Shoppers Drug Mart,"65 Wicksteed Ave, Unit 200",,416-467-4673,Toronto,Ontario,M4G 4H9,Canada,43.710534,-79.36178,Dealer,https://www.wellwise.ca/en-ca/,"Wellwise By Shoppers Drug Mart<br/>65 Wicksteed Ave, Unit 200<br/>https://www.wellwise.ca/en-ca/<br/>416-467-4673"
Wellwise By Shoppers Drug Mart,5230 Dundas St W,,416-236-1201,Toronto,Ontario,M9B 1A8,Canada,43.640261,-79.538129,Dealer,https://www.wellwise.ca/en-ca/,Wellwise By Shoppers Drug Mart<br/>5230 Dundas St W<br/>https://www.wellwise.ca/en-ca/<br/>416-236-1201
Wellwise By Shoppers Drug Mart,1 Kennedy Road South,,905-455-5939,Brampton,Ontario,L6W 3C9,Canada,43.69462,-79.749074,Dealer,https://www.wellwise.ca/en-ca/,Wellwise By Shoppers Drug Mart<br/>1 Kennedy Road South<br/>https://www.wellwise.ca/en-ca/<br/>905-455-5939
Wellwise By Shoppers Drug Mart,516 Exmouth St,,519-344-9797,Sarnia,Ontario,N7T 5P3,Canada,42.985049,-82.384073,Dealer,https://www.wellwise.ca/en-ca/,Wellwise By Shoppers Drug Mart<br/>516 Exmouth St<br/>https://www.wellwise.ca/en-ca/<br/>519-344-9797
Wellwise By Shoppers Drug Mart,"70 Algonquin Blvd W, Unit 3",,705-268-6893,Timmins,Ontario,P4N 2R3,Canada,48.476268,-81.336849,Dealer,https://www.wellwise.ca/en-ca/,"Wellwise By Shoppers Drug Mart<br/>70 Algonquin Blvd W, Unit 3<br/>https://www.wellwise.ca/en-ca/<br/>705-268-6893"
Wellwise By Shoppers Drug Mart,"25 A, 180-94 Ave ",,403-255-2288,Calgary,Alberta,T2J 3G8,Canada,50.8476,-114.1958,Dealer,https://www.wellwise.ca/en-ca/,"Wellwise By Shoppers Drug Mart<br/>25 A, 180-94 Ave <br/>https://www.wellwise.ca/en-ca/<br/>403-255-2288"
Mobility 1st,1161 Florence St,,519-204-0109,London,Ontario,N5W 2M7,Canada,42.991265,-81.210213,Dealer,https://www.mobility1st.ca/,Mobility 1st<br/>1161 Florence St<br/>https://www.mobility1st.ca/<br/>519-204-0109
Cheelcare,"16 Sims Cres., Unit 20",,(647) 800-2680,Richmond Hill,Ontario,L4B 2P1,Canada,43.855356,-79.383895,Dealer,https://cheelcare.com/,"Cheelcare<br/>16 Sims Cres., Unit 20<br/>https://cheelcare.com/<br/>(647) 800-2680"
Home Equip,385-550 Century St,,204 - 949 - 2300,Winnipeg,Manitoba,R3H 0Y1,Canada,49.893042,-97.204374,Dealer,http://www.homequip.ca/,Home Equip<br/>385-550 Century St<br/>http://www.homequip.ca/<br/>204 - 949 - 2300
Reliable Mobility,1046 Portage Ave,,(204) 774-6322,Winnipeg,Manitoba,R3G 0S2 ,Canada,49.884118,-97.176788,Dealer,https://reliablemobility.com/,Reliable Mobility<br/>1046 Portage Ave<br/>https://reliablemobility.com/<br/>(204) 774-6322
Golden Mobility & Rehab,260 Winnipeg St. North,,306.525.9060,Regina,Saskatchewan,S4R 8K1,Canada,50.480374,-104.595517,Dealer,https://goldenmobility.ca/,Golden Mobility & Rehab<br/>260 Winnipeg St. North<br/>https://goldenmobility.ca/<br/>306.525.9060
Congdon's Aids to Daily Living,10550 Mayfield Road NW,,(780) 483-1762,Edmonton,Alberta,T5P 4X4  ,Canada,53.55022,-113.610621,Dealer,https://congdons.ca/,Congdon's Aids to Daily Living<br/>10550 Mayfield Road NW<br/>https://congdons.ca/<br/>(780) 483-1762
Healthcare Solutions,5920 Gateway Blvd,,1-800-565-0333,Edmonton,Alberta,T6H 2H6 ,Canada,53.496626,-113.492467,Dealer,https://healthcaresolutions.ca/,Healthcare Solutions<br/>5920 Gateway Blvd<br/>https://healthcaresolutions.ca/<br/>1-800-565-0333
Calgary Co-op Home Health,9309 Macleod Trail SW,,(403) 252-2266,Calgary,Alberta,T2J 0P6,Canada,50.971763,-114.072052,Dealer,https://www.calgarycoop.com/health/home-health-care/,Calgary Co-op Home Health<br/>9309 Macleod Trail SW<br/>https://www.calgarycoop.com/health/home-health-care/<br/>(403) 252-2266
Wheelchair Works,33550 South Fraser way ,,604-674-0055,Abbotsford ,British Columbia,V2S5G7 ,Canada,49.049006,-122.294677,Dealer,https://www.wheelchairworks.ca/,Wheelchair Works<br/>33550 South Fraser way <br/>https://www.wheelchairworks.ca/<br/>604-674-0055
Island Mediquip,2258 Dorman Road,,250-824-0390,Nanaimo,British Columbia,V9S 5G2,Canada,49.194274,-123.985101,Dealer,https://www.islandmediquip.com/,Island Mediquip<br/>2258 Dorman Road<br/>https://www.islandmediquip.com/<br/>250-824-0390
Island Mediquip,750 Enterprise Crescent,,250-391-0388,Victoria,British Columbia,V8Z 6R4,Canada,48.4855,-123.3874,Dealer,https://www.islandmediquip.com/,Island Mediquip<br/>750 Enterprise Crescent<br/>https://www.islandmediquip.com/<br/>250-391-0388
North Coast Medical Equipment,4712 Keith Avenue,,(250) 638-1301,Terrace,British Columbia,V8G 1K4,Canada,54.513751,-128.594169,Dealer,https://nchme.ca/,North Coast Medical Equipment<br/>4712 Keith Avenue<br/>https://nchme.ca/<br/>(250) 638-1301
NSM ,1340 Pemberton Avenue,,604-990-9422,North Vancouver,British Columbia,V7P 2R7,Canada,49.33185,-123.107556,Dealer,https://www.nsm-seating.ca/,NSM <br/>1340 Pemberton Avenue<br/>https://www.nsm-seating.ca/<br/>604-990-9422
NSM ,"1533 Broadway Street, Unit 114",,604-944-9644,Port Coquitlam,British Columbia,V3C 6P3,Canada,49.262639,-123.072888,Dealer,https://www.nsm-seating.ca/,"NSM <br/>1533 Broadway Street, Unit 114<br/>https://www.nsm-seating.ca/<br/>604-944-9644"
NSM ,48 East 6th Avenue,,604-872-5800,Vancouver,British Columbia,V5T 1J4,Canada,49.265299,-123.103595,Dealer,https://www.nsm-seating.ca/,NSM <br/>48 East 6th Avenue<br/>https://www.nsm-seating.ca/<br/>604-872-5800
NSM ,"8620 Glenlyon Parkway, Unit 101",,604-293-0002,Burnaby,British Columbia,V5J 0B6,Canada,49.206234,-123.008628,Dealer,https://www.nsm-seating.ca/,"NSM <br/>8620 Glenlyon Parkway, Unit 101<br/>https://www.nsm-seating.ca/<br/>604-293-0002"
NSM ,"1495 Dilworth Drive, Unit 4",,250-860-9920,Kelowna,British Columbia,V1Y 9N5,Canada,49.887089,-119.437049,Dealer,https://www.nsm-seating.ca/,"NSM <br/>1495 Dilworth Drive, Unit 4<br/>https://www.nsm-seating.ca/<br/>250-860-9920"
NSM ,"1967 East Trans-Canada Highway, Unit 25A",,236-425-1235,Kamloops,British Columbia,V2C 4A4,Canada,50.679975,-120.27383,Dealer,https://www.nsm-seating.ca/,"NSM <br/>1967 East Trans-Canada Highway, Unit 25A<br/>https://www.nsm-seating.ca/<br/>236-425-1235"
NSM,2606 25th Avenue,,250-549-7288,Vernon,British Columbia,V1T 1P4,Canada,50.261611,-119.264553,Dealer,https://www.nsm-seating.ca/,NSM<br/>2606 25th Avenue<br/>https://www.nsm-seating.ca/<br/>250-549-7288
NSM,1749 Lyon Street,,250-564-2240,Prince George,British Columbia,V2N 1T3,Canada,53.908086,-122.784986,Dealer,https://www.nsm-seating.ca/,NSM<br/>1749 Lyon Street<br/>https://www.nsm-seating.ca/<br/>250-564-2240
NSM,"2491 McCallum Road, Unit 120",,604-852-3191,Abbotsford ,British Columbia,V2S 3P8,Canada,49.047465,-122.293955,Dealer,https://www.nsm-seating.ca/,"NSM<br/>2491 McCallum Road, Unit 120<br/>https://www.nsm-seating.ca/<br/>604-852-3191"
NSM,"2227 Wilgress Road, Unit 4",,250-751-3735,Nanaimo,British Columbia,V9S 4N3,Canada,49.193531,-123.977279,Dealer,https://www.nsm-seating.ca/,"NSM<br/>2227 Wilgress Road, Unit 4<br/>https://www.nsm-seating.ca/<br/>250-751-3735"
